resume_id,resume_text,job_category,job_description,suitability_score,feedback,match_skills,missing_skills
R0273,"as a prompt engineer, i have handson experience with vector databases, chatgpt, prompt tuning, langchain, nlp, python. i have contributed to projects involving nlp and collaborated in agile teams to deliver highquality solutions. my goal is to apply prompt engineer skills effectively in challenging environments.",Prompt Engineer,"this role requires expertise in nlp, chatgpt, prompt tuning, python, langchain, vector databases.",100,Resume is strong and matches well with job description. Expand on tools you've used professionally. List recent tech stacks and tools.,"Vector Databases, ChatGPT, Prompt Tuning, LangChain, NLP, Python",
R0274,"as a prompt engineer, i have handson experience with nlp, langchain, prompt tuning. i have contributed to projects involving nlp and collaborated in agile teams to deliver highquality solutions. my goal is to apply prompt engineer skills effectively in challenging environments.",Prompt Engineer,"this role requires expertise in nlp, chatgpt, prompt tuning, python, langchain, vector databases.",67,"Consider adding experience with: ChatGPT, Vector Databases. Add project links to showcase work. Add quantifiable achievements to stand out.","NLP, LangChain, Prompt Tuning","ChatGPT, Vector Databases, Python"
R0275,"as a prompt engineer, i have handson experience with python, chatgpt, vector databases, prompt tuning, nlp, langchain. i have contributed to projects involving langchain and collaborated in agile teams to deliver highquality solutions. my goal is to apply prompt engineer skills effectively in challenging environments.",Prompt Engineer,"this role requires expertise in nlp, chatgpt, prompt tuning, python, langchain, vector databases.",100,Resume is strong and matches well with job description. Include certifications related to your role. Add project links to showcase work.,"Python, ChatGPT, Vector Databases, Prompt Tuning, NLP, LangChain",
R0276,"as a full stack developer, i have handson experience with mongodb, express, javascript, react, sql, docker, node.js. i have contributed to projects involving mongodb and collaborated in agile teams to deliver highquality solutions. my goal is to apply full stack developer skills effectively in challenging environments.",Full Stack Developer,"this role requires expertise in javascript, react, node.js, express, mongodb, sql, docker.",100,Resume is strong and matches well with job description. Add project links to showcase work. Mention teamwork or leadership experience.,"MongoDB, Express, JavaScript, React, SQL, Docker, Node.js",
R0277,"as a full stack developer, i have handson experience with express, docker, react, node.js, javascript, sql, mongodb. i have contributed to projects involving react and collaborated in agile teams to deliver highquality solutions. my goal is to apply full stack developer skills effectively in challenging environments.",Full Stack Developer,"this role requires expertise in javascript, react, node.js, express, mongodb, sql, docker.",100,Resume is strong and matches well with job description. Add quantifiable achievements to stand out. Include certifications related to your role.,"Express, Docker, React, Node.js, JavaScript, SQL, MongoDB",
R0278,"as a full stack developer, i have handson experience with express, mongodb, docker, javascript. i have contributed to projects involving docker and collaborated in agile teams to deliver highquality solutions. my goal is to apply full stack developer skills effectively in challenging environments.",Full Stack Developer,"this role requires expertise in javascript, react, node.js, express, mongodb, sql, docker.",75,"Consider adding experience with: React, Node.js. List recent tech stacks and tools. Add project links to showcase work.","Express, MongoDB, Docker, JavaScript","React, Node.js, SQL"
R0279,"as a full stack developer, i have handson experience with javascript, sql, react, mongodb, node.js, docker. i have contributed to projects involving mongodb and collaborated in agile teams to deliver highquality solutions. my goal is to apply full stack developer skills effectively in challenging environments.",Full Stack Developer,"this role requires expertise in javascript, react, node.js, express, mongodb, sql, docker.",99,Consider adding experience with: Express. Add quantifiable achievements to stand out. Include certifications related to your role.,"JavaScript, SQL, React, MongoDB, Node.js, Docker",Express
R0280,"as a full stack developer, i have handson experience with javascript, express, react, node.js, docker, sql, mongodb. i have contributed to projects involving javascript and collaborated in agile teams to deliver highquality solutions. my goal is to apply full stack developer skills effectively in challenging environments.",Full Stack Developer,"this role requires expertise in javascript, react, node.js, express, mongodb, sql, docker.",100,Resume is strong and matches well with job description. Include certifications related to your role. Add quantifiable achievements to stand out.,"JavaScript, Express, React, Node.js, Docker, SQL, MongoDB",
R0281,"as a full stack developer, i have handson experience with sql, node.js, docker, express, react. i have contributed to projects involving node.js and collaborated in agile teams to deliver highquality solutions. my goal is to apply full stack developer skills effectively in challenging environments.",Full Stack Developer,"this role requires expertise in javascript, react, node.js, express, mongodb, sql, docker.",87,"Consider adding experience with: JavaScript, MongoDB. Include certifications related to your role. Include internships or volunteer work if available.","SQL, Node.js, Docker, Express, React","JavaScript, MongoDB"
R0282,"as a full stack developer, i have handson experience with node.js, express, react, mongodb. i have contributed to projects involving mongodb and collaborated in agile teams to deliver highquality solutions. my goal is to apply full stack developer skills effectively in challenging environments.",Full Stack Developer,"this role requires expertise in javascript, react, node.js, express, mongodb, sql, docker.",75,"Consider adding experience with: JavaScript, Docker. Expand on tools you've used professionally. Include internships or volunteer work if available.","Node.js, Express, React, MongoDB","JavaScript, Docker, SQL"
R0283,"as a full stack developer, i have handson experience with mongodb, react, sql, express, docker, node.js, javascript. i have contributed to projects involving express and collaborated in agile teams to deliver highquality solutions. my goal is to apply full stack developer skills effectively in challenging environments.",Full Stack Developer,"this role requires expertise in javascript, react, node.js, express, mongodb, sql, docker.",100,Resume is strong and matches well with job description. Include internships or volunteer work if available. Add project links to showcase work.,"MongoDB, React, SQL, Express, Docker, Node.js, JavaScript",
R0284,"as a full stack developer, i have handson experience with javascript, react, docker, node.js, express, sql, mongodb. i have contributed to projects involving react and collaborated in agile teams to deliver highquality solutions. my goal is to apply full stack developer skills effectively in challenging environments.",Full Stack Developer,"this role requires expertise in javascript, react, node.js, express, mongodb, sql, docker.",100,Resume is strong and matches well with job description. Mention teamwork or leadership experience. Expand on tools you've used professionally.,"JavaScript, React, Docker, Node.js, Express, SQL, MongoDB",
